pasta_origem;nome_arquivo;tamanho_bytes;rtt_total_segundos;tempo_execucao_segundos;overhead_segundos;status
./arquivos/1MB;arquivo_081.txt;1048576;6.15209;1e-06;6.15209;Sucesso
./arquivos/1MB;arquivo_082.txt;1048576;6.63234;1e-06;6.63234;Sucesso
./arquivos/1MB;arquivo_083.txt;1048576;5.63966;1e-06;5.63966;Sucesso
./arquivos/1MB;arquivo_084.txt;1048576;6.13703;0.0;6.13703;Sucesso
./arquivos/1MB;arquivo_085.txt;1048576;6.1435;0.0;6.1435;Sucesso
./arquivos/1MB;arquivo_086.txt;1048576;6.11718;1e-06;6.11718;Sucesso
./arquivos/1MB;arquivo_087.txt;1048576;6.11543;1e-06;6.11543;Sucesso
./arquivos/1MB;arquivo_088.txt;1048576;6.62919;1e-06;6.62919;Sucesso
./arquivos/1MB;arquivo_089.txt;1048576;6.15949;1e-06;6.15949;Sucesso
./arquivos/1MB;arquivo_090.txt;1048576;11.75489;0.0;11.75489;Sucesso
./arquivos/1MB;arquivo_091.txt;1048576;5.6098;1e-06;5.6098;Sucesso
./arquivos/1MB;arquivo_092.txt;1048576;6.13202;0.0;6.13202;Sucesso
./arquivos/1MB;arquivo_093.txt;1048576;6.64947;0.0;6.64947;Sucesso
./arquivos/1MB;arquivo_094.txt;1048576;6.10282;1e-06;6.10282;Sucesso
./arquivos/1MB;arquivo_095.txt;1048576;5.61582;1e-06;5.61582;Sucesso
./arquivos/1MB;arquivo_096.txt;1048576;6.13636;1e-06;6.13636;Sucesso
./arquivos/1MB;arquivo_097.txt;1048576;5.6131;1e-06;5.6131;Sucesso
./arquivos/1MB;arquivo_098.txt;1048576;6.6292;1e-06;6.6292;Sucesso
./arquivos/1MB;arquivo_099.txt;1048576;6.65073;0.0;6.65073;Sucesso
./arquivos/1MB;arquivo_100.txt;1048576;5.5867;1e-06;5.5867;Sucesso
